Station,Provenance,Description,Ligne de Provenance,ID Zone arret ICAR,ID Ligne de Provenance
Les Gobelins,La Courneuve,"En tÃªte, un escalier montant dans le prolongement du quai pour les sorties rue Le Brun et la Manufacture des Gobelins.
Au premier tiers, des portes battantes pour la sortie rue des Gobelins par lâ€™escalator.
Au troisiÃ¨me tiers, un couloir perpendiculaire au quai, qui tourne ensuite vers la droite pour les sortie boulevard Saint-Marcel et le boulevard Arago.
En queue, un escalier montant dans le prolongement du quai, sortie de secours fermÃ© par des barriÃ¨re.",7,43737,C01377
Les Halles,Porte de Clignancourt,"Au premier tiers, un double escalier descendant parallèle au quai, le long du mur, ouvert vers la tête pour les correspondances des lignes 1 et 14 (à 5 minutes à pied), les lignes 7 et 11 (à 8 minutes à pied), les RER A, B, D, et les sorties rue Montorgueil et les sorties du forum qui sont les sorties porte Marguerite de Navarre, forum porte Berger, forum porte Lescot (Centre Pompidou), forum porte Rambuteau, forum porte Saint-Eustache, forum porte du Pont-Neuf, forum porte du Jour, forum porte du Louvre.
Au milieu, deux escalators, parallèles au quai, le long du mur, ouverts vers la queue. Celui qui arrive du bas est à gauche et celui qui descend est à droite, le long du mur pour les mêmes correspondances et les mêmes sorties.
En queue, juste après le dernier wagon, parallèles au quai, le long du mur, un escalator qui arrive du bas et à sa droite un double escalier descendant le long du mur, ouverts vers la queue pour les mêmes correspondances et les mêmes sorties.
En queue, au-delà du dernier wagon, en face du précédent, un double escalier montant contre le mur, et à sa droite un escalator montant, ouverts vers la tête pour les sorties rue Montorgueil et rue Turbigo.",4,417675,C01374
Les Halles,Bagneux - Lucie Aubrac,"En tête, dans le prolongement du quai, un double escalier montant contre la voie, et à sa droite un escalator montant pour les sorties rue Montorgueil et rue Turbigo.
En tête, parallèles au quai, le long du mur, un double escalier descendant contre le mur et à sa droite un escalator descendant, ouverts vers la tête pour les correspondances des lignes 1 et 14 (à 5 minutes à pied), les lignes 7 et 11 (à 8 minutes à pied), les RER A, B, D, et les sorties rue Montorgueil et les sorties du forum qui sont les sorties porte Marguerite de Navarre, forum porte Berger, forum porte Lescot (Centre Pompidou), forum porte Rambuteau, forum porte Saint-Eustache, forum porte du Pont-Neuf, forum porte du Jour, forum porte du Louvre.
Au milieu, un double escalier descendant parallèle au quai, le long du mur, ouvert vers la tête pour les mêmes correspondances et les mêmes sorties.
Au troisième tiers, deux escalators, parallèles au quai, le long du mur, ouverts vers la queue, celui qui arrive du bas est à gauche et celui qui descend est à droite, le long du mur pour les mêmes correspondances et les mêmes sorties.",4,417675,C01374
Les Sablons Jardin d'Acclimatation,Château de Vincennes,"En tête, dans le prolongement du quai un escalator montant pour les sorties Louis Philippe et le Jardin d'acclimatation.
En tête, un couloir perpendiculaire au quai, passage interdit.
En queue, un couloir perpendiculaire au quai qui tourne ensuite à droite, pour les sorties Jacques Dulud et place du Marché.",1,420587,C01371
Les Sablons Jardin d'Acclimatation,La Défense Grande Arche,"En tête, au-delà du premier wagon, un couloir perpendiculaire au quai qui tourne ensuite à gauche, pour les sorties Jacques Dulud et place du Marché.
En queue, dans le prolongement du quai, un escalier montant pour les sorties rue Louis Philippe et le Jardin d'acclimatation.",1,420587,C01371
Liberté,Balard,"En tête, dans le prolongement du quai, un couloir suivi immédiatement d'un escalier montant pour les sorties rue de Paris et avenue de la Liberté.
Au milieu, des portes battantes pour la sortie rue de Paris par l'escalator.
En queue, dans le prolongement du quai, un escalier montant pour les sorties rue de Valmy et avenue du général Chanzy.
Note : La rame est plus courte que le quai.",8,43811,C01378
Liberté,Créteil - Pointe du Lac,"En tête, dans le prolongement du quai, un escalier montant pour les sorties rue de Valmy et avenue du général Chanzy.
En queue, dans le prolongement du quai, un couloir suivi immédiatement d'un escalier montant pour les sorties rue de Paris et avenue de la Liberté.",8,43811,C01378
Liège,Asnières-Genevilliers - Les Courtilles,"En tête, dans le prolongement du quai, un triple escalier montant pour la rue d’Amsterdam et la rue de liège.
Note : Il s’agit d’un quai à voie unique.",T1,43814,C01389
Liège,Châtillon - Montrouge,"En tête, dans le prolongement du quai, un double escalier montant avec un grand palier pour la rue d’Amsterdam et la rue de liège.
Note : Il s’agit d’un quai à voie unique.",T6,43814,C01794
Louis Blanc,Mairie d'Ivry - Villejuif,"Il s'agit d'un double quai.
En tête, un escalier montant pour les directions de Louis Blanc et pour retourner vers Mairie d'Ivry - Villejuif.",7,57593,C01377
Louis Blanc,La Courneuve,"Il s'agit d'un double quai avec à droite, en regardant vers la tête, les trains en direction de Mairie d'Ivry - Villejuif et à gauche les trains en direction de Louis Blanc.
En queue, dans le prolongement du quai un escalier montant pour la direction de La Courneuve et la sortie.",7,57593,C01377
Louis Blanc,Pré-Saint-Gervais,"On est sur un double quai avec à droite, en regardant vers la tête, les trains en direction de Louis Blanc, et à gauche les trains en direction de Mairie d'Ivry-Villejuif.
En tête, un escalier montant pour la direction de La Courneuve et la sortie.",7B,57593,C01387
Louise Michel,Galiéni,"En tête, dans le prolongement du quai, un couloir suivi d'un escalier montant pour les sorties rue Louise Michel et rue Anatole France.",3,56986,C01373
Louise Michel,Pont de Levallois,"En queue, un couloir de quelques mètres, suivi d'un escalier montant qui tourne à droite pour les sorties rue Louise Michel et rue Anatole France.",3,56986,C01373
Lourmel,Balard,"On arrive sur un quai central.
En tête, un escalier montant pour les sorties rue de Lourmel et rue Vasco-de-Gama.",8,45363,C01378
Lourmel,Créteil - Pointe du Lac,"Au premier tiers, une porte battante pour la sortie rue Vasco-de-Gama, par l'ascenseur.
En queue, un escalier montant pour la sortie rue de Lourmel.",8,45363,C01378
Louvre - Rivoli,Château de Vincennes,"En queue, dans le prolongement du quai, contre le mur, des composteurs et contre les voies un escalier montant pour les sorties rue de Rivoli, rue de l'Amiral de Coligny, place du Louvre, rue Perrault.",1,44645,C01371
Louvre - Rivoli,La Défense Grande Arche,"En tête, dans le prolongement du quai, contre le mur, des composteurs et contre les voies, un escalier montant pour les sorties rue de Rivoli, rue de l'Amiral de Coligny, place du Louvre, rue Perrault.",1,44645,C01371
Mabillon,Boulogne,"En queue, dans le prolongement du quai, un escalier montant pour les sorties rue de Montfaucon et rue du Four.",10,59379,C01380
Mabillon,Gare d'Austerlitz,"En tête, dans le prolongement du quai, un escalier montant pour les sorties rue de Montfaucon et rue du Four.
Note : Le quai est en courbe sur la droite en regardant la tête.",10,59379,C01380
Madeleine,Balard,"Presque en tête, au début du deuxième wagon, un escalier descendant parallèle au quai, ouvert vers la tête pour les voyageurs qui arrivent.
Au milieu du quai, un escalier descendant, parallèle au quai, ouvert vers la queue pour la ligne 14.
A la fin du quatrième wagon, un couloir perpendiculaire pour la sortie.
Presque en queue, un couloir perpendiculaire pour la ligne 12.
En queue, dans le prolongement du quai, un escalier montant pour les voyageurs qui arrivent.",8,43899,C01378
Madeleine,Olympiades,"En tête, au-delà du premier wagon, un ascenseur dans le prolongement du quai, ouverture des portes vers la queue, pour la ligne 12.
En tête, un escalier montant parallèle au quai, ouverture vers la queue.
Au premier tiers, un escalator montant, parallèle au quai, ouverture vers la queue, pour la ligne 12.
Au milieu, un couloir perpendiculaire au quai, séparé par un pilier, pour la ligne 8.
En queue, un couloir perpendiculaire au quai, pour la ligne 8.",14,43899,C01384
Madeleine,Créteil - Pointe du Lac,"En tête, dans le prolongement du quai, un double escalier montant pour les voyageurs qui arrivent.
Presque en tête, un couloir perpendiculaire au quai pour la ligne 12.
Au niveau du deuxième wagon, un couloir perpendiculaire au quai pour la sortie.
Au milieu, un couloir perpendiculaire au quai pour la ligne 14.",8,43899,C01378
Madeleine,Mairie d'Issy,"Au début du premier tiers, un couloir perpendiculaire au quai pour la ligne 14 et les sorties place de la Madeleine, rue de Sèze, rue Tronchet.
Au milieu, un couloir perpendiculaire au quai pour les sorties église de la Madeleine et rue Duphot.
En queue, un couloir perpendiculaire au quai pour la ligne 8.",12,43899,C01382
Madeleine,Mairie d'Aubervilliers,"En tête, un couloir perpendiculaire au quai, pour la ligne 8.
Au premier tiers, un couloir perpendiculaire au quai pour les sorties église de la Madeleine et rue Duphot.
Au milieu, un couloir perpendiculaire au quai pour la ligne 14.
Au troisième tiers, un couloir perpendiculaire au quai pour les sorties place de la Madeleine, rue de Sèze, rue Tronchet.",12,43899,C01382
Madeleine,Mairie de Saint-Ouen,"En tête, au-delà du premier wagon, un couloir perpendiculaire au quai pour la ligne 8.
Au milieu, un couloir perpendiculaire au quai, séparé par un pilier, pour la ligne 8.
Au troisième tiers, un escalier montant, parallèle au quai, ouvert vers la tête pour la ligne 12 et la sortie.
En queue, un escalier montant, parallèle au quai, ouvert vers la tête pour la ligne 12 et la sortie.
En queue, un ascenseur, dans le prolongement du quai, au-delà du dernier wagon pour la ligne 12 et la sortie.",14,43899,C01384
Magenta,Mairie de Saint-Ouen,"Il s'agit d'un double quai avec des passages qui communiquent entre les voies 51 et 53.
En regardant la tête, la voie 53 est à gauche, la voie 51 est à droite.
Dans ces passages sont situés des escaliers et des escalators montants, parallèles au quai pour les correspondances et les sorties.
En tête, dans le premier passage il n'y a rien. A ce niveau correspond l'avant des trains longs.
En tête, dans le deuxième passage un double escalier montant ouvert vers la tête et un ascenseur perpendiculaire au quai, ouverture de la porte vers la tête pour la gare du nord banlieue RER B, D, la ligne 2 par la station La Chapelle et les sorties rue du faubourg Saint Denis, les bus de la gare routière.
Au premier tiers, dans le troisième passage deux escalators montants ouverts vers la tête pour les mêmes directions.
Au premier tiers, dans le quatrième passage il n’y a rien.
Entre le quatrième et le cinquième passage il y a une borne d'alarme sur le mur. A ce niveau correspond l'avant des trains courts.
Au deuxième tiers, dans le cinquième passage il n’y a rien.
Au milieu, dans le sixième passage deux escalators montants, ouverture vers la queue, pour la sortie rue Saint-Denis, la gare routière, la gare du Nord banlieue RER B, D et la ligne 2 par la station La Chapelle.
A la fin du deuxième tiers, dans le septième passage deux escalators qui arrivent du haut, ouverture vers la queue.
Au troisième tiers, dans le huitième passage deux escalators qui arrivent du haut, ouverture vers la tête.
Au troisième tiers, dans le neuvième passage deux escalators montants, ouverture vers la tête pour les lignes 4 et 5.
A ce niveau correspond l'arrière des trains courts.
Au troisième tiers, dans le dixième passage un escalier montant, ouverture vers la tête, pour les lignes 4, 5 et les sorties rue de l'Aqueduc, les grandes lignes, les TGV.
En queue, dans le onzième passage il n'y a rien.
En queue, un ascenseur, avec une double ouverture face à la voie 51 et à la voie 53, pour les lignes 4, 5 et les sorties rue de l'Aqueduc, les grandes lignes, les TGV.
Note : Les trains de la voie 51 roulent de la droite vers la gauche.",14,58572,C01384
Magenta,"Chelles, Villiers-sur-Marne","Il s'agit d'un double quai avec des passages qui communiquent entre les voies 52 et 54.
En regardant la tête, la voie 54 est à gauche, la voie 52 est à droite.
Dans ces passages sont situés des escaliers et des escalators montants, parallèles au quai pour les correspondances et les sorties.
En tête, un ascenseur avec une double ouverture face à la voie 52 et 54 pour les lignes 4, 5 et les sorties rue de l'Aqueduc, les grandes lignes, les TGV.
En tête, dans le premier passage il n'y a rien.
Au premier tiers, dans le deuxième passage un double escalier montant, ouverture vers la queue pour les lignes 4, 5 et les sorties rue de l'Aqueduc, les grandes lignes, les TGV.
Au premier tiers, dans le troisième passage deux escalators montants, ouverts vers la queue, pour les mêmes directions.
Entre le troisième et le quatrième passage correspond l'avant des trains courts.
Au premier tiers, dans le quatrième passage deux escalators qui arrivent du haut, ouverture vers la queue.
Au deuxième tiers, dans le cinquième passage deux escalators qui arrivent du haut, ouverture vers la tête.
Au milieu, dans le sixième passage deux escalators montants, ouverture vers la tête pour la sortie rue du faubourg Saint-Denis, gare du Nord banlieue RER B, D et la ligne 2 par la station La Chapelle.
A la fin du deuxième tiers, dans le septième passage il n’y a rien.
Entre le septième et le huitième passage correspond l'arrière des trains courts.
Après on va avoir une borne d'alarme sur le mur et un ascenseur, ouverture de la porte face à la voie 54, pour la gare du Nord banlieue, RER B, D, la ligne 2 par la station La Chapelle et les sorties faubourg Saint Denis et la gare routière.
Au troisième tiers, dans le huitième passage il n'y a rien.
Au troisième tiers, dans le neuvième passage deux escalators montants, ouverture vers la tête pour la sortie rue du faubourg-Saint-Denis, la gare du Nord banlieue, RER B, D et la ligne 2 par la station La Chapelle.
Au troisième tiers, dans le dixième passage un escalator qui arrive du haut et un double escalier montant, ouverts vers la tête pour la sortie rue du faubourg-Saint-Denis, la gare du Nord banlieue, RER B, D et la ligne 2 par la station La Chapelle.
En queue, dans le onzième passage il n'y a rien.
Note : Les trains de la voie 52 roulent de droite vers la gauche.",E,58572,C01729
Mairie d'Issy,Mairie d'Aubervilliers,"En queue, dans le prolongement du quai, un couloir vers 10 H, pour les sorties par l'ascenseur et un double escalier montant à 12 H, pour les sorties par l'escalier.
Le couloir à 10 H, pour les sorties place du maréchal de Lattre de Tassigny, au milieu de la maison du tourisme et les bus 123, 169, 190, 290, 323.
Le double escalier montant à 12 H, pour les sorties place du maréchal de Lattre de Tassigny côté avenue de la République et les bus 169, 290, 323.",12,44050,C01382
Mairie d'Ivry,Mairie d'Ivry - Villejuif,"On arrive sur un double quai.
Presque en tÃªte, le quai est sÃ©parÃ© en deux avec, si lâ€™on regarde vers la tÃªte :
A gauche du quai, deux composteurs, Ã  droite du quai, une porte battante pour les sorties place de la RÃ©publique, rue Robespierre centre commercial, rue Marin.
Le dÃ©part vers la Courneuve se fait soit sur le quai de droite, soit sur le quai de gauche.",7,44051,C01377
Mairie d'Ivry,La Courneuve,"L'arrivÃ©e peut se faire soit, en sortant par la porte de gauche si le train repart vers la Courneuve de ce mÃªme quai, soit, en sortant par la porte de droite si le train retourne au garage.

Description du quai si lâ€™on sort par la porte de gauche :
On arrive sur un double quai.
Presque en queue, le quai est sÃ©parÃ© en deux avec, si lâ€™on regarde vers la queue :
A gauche du quai, deux composteurs, Ã  droite du quai, une porte battante pour les sorties place de la RÃ©publique, rue Robespierre centre commercial, rue Marin.

Description du quai si lâ€™on sort du train par la porte de droite :
En queue, un couloir perpendiculaire au quai pour les sorties place de la RÃ©publique, rue Robespierre centre commercial, rue Marin par lâ€™escalator.
En queue, un escalier montant dans le prolongement du quai pour les mÃªmes sorties par lâ€™escalier.",7,44051,C01377
Mairie de Montreuil,Mairie de Montreuil,"En tête, un escalier montant pour les voyageurs qui arrivent sur le quai.
Au deuxième tiers, des composteurs parallèles au quai, ouverts vers la tête.",9,44052,C01379
Mairie de Montreuil,Pont de Sèvres,"A la fin du premier tiers, un couloir perpendiculaire au quai pour les sorties boulevard Paul Vaillant-Couturier par l'escalator, rue Walweil et l'avenue Pasteur.
En queue, au niveau du dernier wagon, un ascenseur pour la sortie square Jean Jaurès.
En queue, après le dernier wagon, un couloir perpendiculaire au quai pour les sorties square Jean Jaurès et boulevard Rouget-de-l'Isle.",9,44052,C01379
Mairie de Montrouge,Porte de Clignancourt,"En tÃªte, un couloir perpendiculaire au quai qui tourne immÃ©diatement Ã  gauche avec un escalier et un escalator montants pour les sorties place du gÃ©nÃ©ral Leclerc, rue Louis Rolland.
Au troisiÃ¨me tiers, un couloir perpendiculaire au quai pour les sorties par lâ€™escalier, lâ€™escalator ou lâ€™ascenseur vers lâ€™Ã©glise Saint-Jacques, avenue de la RÃ©publique, la mairie, place Emile Cresp, (le Beauffroi), avenue Gabriel-PÃ©ri, les bus 68, 128, 128, 475, 526 Â« montbus Â» et les taxis.",4,45904,C01374
Mairie de Montrouge,Bagneux - Lucie Aubrac,"En tÃªte, un couloir perpendiculaire au quai pour la sortie par lâ€™ascenseur vers lâ€™Ã©glise Saint-Jacques et les taxis.
Au premier tiers, un couloir perpendiculaire au quai pour les sorties par lâ€™escalier et lâ€™escalator vers lâ€™Ã©glise Saint-Jacques, avenue de la RÃ©publique, la mairie, place Emile Cresp, (le Beauffroi), avenue Gabriel-PÃ©ri, les bus 68, 128, 128, 475, 526 Â« montbus Â» et les taxis.
En queue, un couloir perpendiculaire au quai qui tourne immÃ©diatement Ã  droite avec un escalier et un escalator montants pour les sorties place du gÃ©nÃ©ral Leclerc, rue Louis Rolland.",4,45904,C01374
Mairie de Saint-Ouen,Asnières-Genevilliers - Les Courtilles,"En queue, un couloir perpendiculaire au quai pour la ligne 14.
En tête, un couloir perpendiculaire au quai pour les sorties mairie de Saint-Ouen, le boulevard Victor Hugo, le boulevard Jean Jaurès.",T1,43969,C01389
Mairie de Saint-Ouen,Châtillon - Montrouge,"En tête, au niveau de la troisième porte du premier wagon, un couloir perpendiculaire au quai pour la ligne 14.
Presque en queue, une porte battante, parallèle au quai pour les sorties mairie de Saint-Ouen, le boulevard Victor Hugo, le boulevard Jean Jaurès par l’escalator.
En queue, un couloir perpendiculaire au quai pour les mêmes sorties par l’escalier.",T6,43969,C01794
Mairie des Lilas,Chatelet,"Note : Le métro peut se placer sur le quai de départ. Dans ce cas, la sortie se fera du côté gauche.
En queue, dans le prolongement du quai, un couloir suivi immédiatement d'un escalier montant pour les sorties rue de Paris et boulevard de la Liberté.",11,44055,C01381
Mairie des Lilas,Mairie des Lilas,"En tête, dans le prolongement du quai, un couloir suivi immédiatement d'un escalier montant pour les sorties rue de Paris et boulevard de la Liberté.",11,44055,C01381
Maison Blanche,Mairie d'Ivry - Villejuif,"En tÃªte, au-delÃ  de la tÃªte du train, un couloir perpendiculaire au quai qui tourne en suite Ã  gauche pour les sorties rue de la Vistule et rue Dourgon.
Au troisiÃ¨me tiers, un couloir perpendiculaire au quai, qui tourne ensuite Ã  droite pour les sorties avenue dâ€™Italie, rue du Tage.",7,44057,C01377
Maison Blanche,La Courneuve,"Au premier tiers, un couloir perpendiculaire au quai, qui tourne ensuite Ã  gauche pour les sorties avenue dâ€™Italie, rue du Tage.
En queue, un couloir dans le prolongement du quai, pour les sorties rue de la Vistule et rue Dourgon.",7,44057,C01377
Maisons-Alfort - Les Juilliottes,Balard,"On sort de la rame par la porte de gauche et on arrive sur un double quai.
En tête, dans le prolongement du quai, un escalier montant et à sa droite un escalator montant pour les sorties rue du Buisson joyeux, avenue du maréchal-de-Lattre-de-Tassigny.
En queue, un escalier montant pour les sorties rue Louis Pergaud, centre commercial, avenue du général Leclerc.",8,44067,C01378
Maisons-Alfort - Les Juilliottes,Créteil - Pointe du Lac,"On sort de la rame par la porte de gauche et on arrive sur un double quai.
En tête, un escalier montant pour les sorties rue Louis Pergaud, centre commercial, avenue du général Leclerc.
En queue, dans le prolongement du quai, un escalier montant pour les sorties rue du Buisson joyeux, avenue du maréchal-de-Lattre-de-Tassigny.",8,44067,C01378
Maisons-Alfort - Stade,Balard,"En tête, dans le prolongement du quai, un escalier montant pour les sorties avenue du général Leclerc, rue de Chevreul, avenue Gusteau et les bus 104, 372.
En queue, dans le prolongement du quai, un escalier montant, passage interdit.",8,44066,C01378
Maisons-Alfort - Stade,Créteil - Pointe du Lac,"En tête, dans le prolongement du quai, un escalier montant, passage interdit.
En queue, dans le prolongement du quai, un escalier montant pour les sorties avenue du général Leclerc, rue de Chevreul, avenue Gusteau et lezs bus 104, 372.",8,44066,C01378
Malakoff - Plateau de Vanves,Asnières-Genevilliers - Les Courtilles,"Au premier tiers, dans un petit renfoncement, un escalator montant, parallèle au quai, ouvert vers la queue pour les sorties rue Jean Bleuzen (à Vanves), boulevard Charles De gaule (à Malakoff).
Au milieu, dans un petit renfoncement, un double escalier montant, parallèle au quai, ouvert vers la queue pour les sorties rue Jean Bleuzen (à Vanves), boulevard Charles De gaule (à Malakoff).",T1,413433,C01389
Malakoff - Plateau de Vanves,Châtillon - Montrouge,"Au troisième tiers, dans un petit renfoncement, un escalator qui arrive du haut, parallèle au quai, ouvert vers la tête pour les voyageurs qui arrivent sur le quai.
Au milieu, dans un petit renfoncement, un double escalier montant, parallèle au quai, ouvert vers la tête pour les sorties rue Jean Bleuzen (à Vanves), boulevard Charles De gaule (à Malakoff).",T6,413433,C01794
Malakoff - Rue Etienne Dolet,Asnières-Genevilliers - Les Courtilles,"Il s’agit d’un quai aérien.
En tête, un double escalier descendant, parallèle au quai, ouvert vers la tête pour les sorties.
Au milieu, un escalator qui arrive du bas, parallèle au quai, ouvert vers la queue pour les voyageurs qui arrivent sur le quai.",T1,44069,C01389
Malakoff - Rue Etienne Dolet,Châtillon - Montrouge,"Il s’agit d’un quai aérien.
Au milieu, un escalator qui arrive du bas, parallèle au quai, ouvert vers la tête pour les voyageurs qui arrivent sur le quai.
En queue, un double escalier descendant, parallèle au quai, ouvert vers la queue pour les sorties.",T6,44069,C01794
Malheserbes Général Catroux,Galiéni,"En tête, un couloir perpendiculaire au quai de quelques mètres qui arrive dans un carrefour en T qui se présente comme suit :
A 9 H, un escalator montant pour la sortie avenue de Villiers.
A 3 H, un double escalier montant pour la sortie place du général Catroux.",3,45509,C01373
Malheserbes Général Catroux,Pont de Levallois,"Au milieu du quai, un couloir de quelques mètres, perpendiculaire au quai suivi à gauche, d'un double escalier montant pour les sorties avenue de Villiers et place du général Catroux.",3,45509,C01373
Maraîchers,Mairie de Montreuil,"En tête, un couloir suivi d'un escalier montant pour les sorties rue des Pyrénées, rue Maraîchers, rue d'Avron et les bus 26 et 64.
Note : La rame est plus courte que le quai.",9,44072,C01379
Maraîchers,Pont de Sèvres,"En queue, un couloir suivi d'un escalier montant pour les sorties rue des Pyrénées, rue Maraîchers, rue d'Avron et les bus 26 et 64.
Note : La rame est plus courte que le quai.",9,44072,C01379
Marcadet - Poissonniers,Mairie d'Issy,"En tête, un double escalier montant dans le prolongement du quai pour les sorties rue Ordener et rue des Poissonniers.
En queue, un double escalier montant dans le prolongement du quai pour la ligne 4.
Note : Pour entrer dans le métro, les composteurs de droite sont pour la ligne 4 et la direction de Mairie d'Issy et les composteurs de gauche sont pour la direction d'Aubervilliers Front Populaire.",12,44075,C01382
Marcadet - Poissonniers,Porte de Clignancourt,"A la fin du troisième tiers, au milieu du dernier wagon, un escalier descendant, perpendiculaire au quai, pour la ligne 12.
En queue, un escalier montant dans le prolongement du quai pour la sortie.",4,44075,C01374
Marcadet - Poissonniers,Mairie d'Aubervilliers,"En tête, un double escalier montant dans le prolongement du quai pour la ligne 4.
En queue, un double escalier montant dans le prolongement du quai pour les sorties rue Ordener et la rue des Poissonniers.
Note : Pour entrer dans le métro, les composteurs de droite sont pour la ligne 4 et la direction de Mairie d'Issy et les composteurs de gauche sont pour la direction d'Aubervilliers Front Populaire.",12,44075,C01382
Marcadet - Poissonniers,Bagneux - Lucie Aubrac,"En tête, un escalier montant pour les sorties boulevard Barbès et rue Marcadet.
Au premier tiers, un court escalier descendant pour la ligne 12.
Au troisième tiers un couloir perpendiculaire au quai, suivi immédiatement d'une porte pour la sortie rue Labat.",4,44075,C01374
Marcel Sembat,Mairie de Montreuil,"En tête, perpendiculairement au quai, quelques mètres de couloir et en tournant ensuite à gauche un escalier montant et à sa droite un escalator montant.
Par l'escalier on a les sorties avenue Victor Hugo, place Marcel Sembat, avenue Édouard Vaillant, rue des Quatre Cheminées (bâtiment municipal, avenue André Morizet.
Par l'escalator, on a la sortie avenue Victor Hugo.
En queue, dans le prolongement du quai, un double escalier montant pour les sorties rue Rieux et rue Danjou.
Note : La rame est plus courte que le quai.",9,47021,C01379
Marcel Sembat,Pont de Sèvres,"En tête, dans le prolongement du quai, un double escalier montant pour les sorties rue Rieux et rue Danjou.
En queue, perpendiculairement au quai, quelques mètres de couloir et en tournant ensuite à droite un escalier montant pour les sorties avenue Victor Hugo, place Marcel Sembat, avenue Édouard Vaillant, rue des Quatre Cheminées (bâtiment municipal, avenue André Morizet.
Note : La rame est plus courte que le quai.",9,47021,C01379
Marx Dormoy,Mairie d'Issy,"En queue, dans le prolongement du quai, un double escalier montant pour les sorties place Paul Éluard, rue de la Chapelle, rue Riquet, rue Philippe de Girard, rue Max Dormoy, rue Ordener.",12,44113,C01382
Marx Dormoy,Mairie d'Aubervilliers,"En tête, dans le prolongement du quai, un double escalier montant pour les sorties place Paul Éluard, rue de la Chapelle, rue Riquet, rue Philippe de Girard, rue Max Dormoy, rue Ordener.",12,44113,C01382
Maubert - Mutualité,Boulogne,"En tête, un couloir perpendiculaire au quai qui tourne tout de suite à gauche pour les sorties place Maubert, rue Lagrange, rue des Carnes.
Au premier tiers, des portes, parallèles au quai, suivi d'un couloir qui tourne à gauche pour la sortie place Maubert par l'escalator.",10,44119,C01380
Maubert - Mutualité,Gare d'Austerlitz,"En queue, un couloir dans le prolongement du quai qui tourne tout de suite à gauche pour les sorties place Maubert, rue Lagrange, rue des Carnes.",10,44119,C01380
Ménilmontant,Nation (2 par Barbès-Rochechouart),"En tête, un escalier montant pour les sorties.
A l'extérieur, on sort sur un terre-plein, au milieu du boulevard de Ménilmontant, avec à gauche la rue Oberkampf, à 12 H, le boulevard de Belleville et à droite la rue Ménilmontant.",2,44133,C01372
Ménilmontant,Porte Dauphine,"En queue, un escalier montant pour les sorties.
A l'extérieur, on sort sur un terre-plein, au milieu du boulevard de Ménilmontant, avec à gauche la rue Oberkampf, à 12 H, le boulevard de Belleville et à droite la rue Ménilmontant.",2,44133,C01372
Michel Bizot,Balard,"En tête, dans le prolongement du quai, un escalier montant pour les sorties rue de Toul, rue de Picpus, rue de Fécamp.
Au milieu, des portes pour la sortie avenue Daumesnil par l'ascenseur.",8,44140,C01378
Michel Bizot,Créteil - Pointe du Lac,"En queue, dans le prolongement du quai, un escalier montant pour les sorties avenue Daumesnil, rue de Toul, rue de Picpus, rue de Fécamp.",8,44140,C01378
Michel-Ange - Auteuil,Gare d'Austerlitz,"Au deuxième tiers, parallèles au quai, deux doubles escaliers descendants, ouverture vers la tête.
En queue, dans le prolongement du quai, un escalier montant.",10,44138,C01380
Michel-Ange - Auteuil,Mairie de Montreuil,"En queue, dans le prolongement du quai, un escalier montant.
En queue, dans le prolongement du quai, à gauche de l'escalier, un étroit couloir.",9,44138,C01379
Michel-Ange - Auteuil,Pont de Sèvres,"En tête, dans le prolongement du quai, un escalier montant.",9,44138,C01379
Michel-Ange - Molitor,Boulogne,"Il s'agit d'un double quai.
En tête, dans le prolongement du quai, un escalier descendant.
Presqu’en tête, parallèlement au quai, un escalier montant, ouverture vers la queue.
Au milieu du quai, des bancs.

Remarque ! la descente du train se fait généralement sur la gauche.",10,44139,C01380
Michel-Ange - Molitor,Mairie de Montreuil,"En queue, dans le prolongement du quai, un escalier montant.
En queue, dans le prolongement du quai, à gauche de cet escalier, un étroit couloir.",9,44139,C01379
Michel-Ange - Molitor,Pont de Sèvres,"En tête, un escalier montant dans le prolongement du quai.",9,44139,C01379
Mirabeau,Boulogne,"En tête, dans le prolongement du quai un double escalier montant pour les sorties rue Mirabeau et avenue de Versailles.",10,45430,C01380
Miromesnil,Asnières-Genevilliers - Les Courtilles,"En tête, une ouverture avec un pilier central, donnant accès, à droite, à un escalator montant, parallèle au quai, pour la direction de Mairie de Montreuil, et la sortie.
Au troisième tiers, une ouverture donnant accès, à gauche, à un double escalier montant, parallèle au quai, pour la direction de Mairie de Montreuil et la sortie, et, à droite, à un double escalier montant, parallèle au quai, pour la direction de Pont de Sèvres et la sortie.
En queue, au-delà du dernier wagon, une ouverture avec un pilier central, donnant accès, à droite, à un escalator montant, parallèle au quai, pour la direction de Pont de Sèvres, et la sortie.

Avertissement ! la rame est plus courte que le quai.",T1,43511,C01389
